,Product name in Flipkart,Retail Price in Flipkart,Discounted Price in Flipkart,Product name in Amazon,Retail Price in Amazon,Discounted Price in Amazon
16334,Sangaitap Combo Offer Of 2 Pes Flameless Rechargeable Electronic Windproof Eco Friendly For It Professional Unique USB Cigarette Lighter,799.0,599.0,Sygtech CL-11 CB-155 USB Cigarette Lighter,597.0,582.0
16335,Techone+ Flexible SE122104-BLUE USB Led Light,1299.0,949.0,Techone+ Flexible SE122102-BLUE USB Led Light,494.0,303.0
16336,QP360 Kid Fan 02 MLY2200 USB USB Fan,799.0,509.0,Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan,1197.0,1020.0
16337,Bigkik Smart SMART USB USB Fan,999.0,329.0,Bigkik usb fan Flexi USB USB USB Fan,781.0,379.0
16338,Mydress Mystyle Bulb Led USB Led Light,999.0,75.0,Mydress Mystyle Bulb Led USB Led Light,1179.0,165.0
16339,Diva Women Wedges,1399.0,549.0,Angel Women Wedges,647.0,692.0
16340,Vinex Pacer Basketball -   Size: 5,549.0,389.0,Slazenger Americana Stars Basketball -   Size: 5,545.0,679.0
16341,Mobirite High Speed 6 in 1 White USB USB Hub,699.0,349.0,Agrima Hub Port A66 USB USB Hub,245.0,124.0
16342,QP360 Kid Fan 01 MLY2015 USB USB Fan,799.0,489.0,QP360 Kid Fan 02 MLY2200 USB USB Fan,781.0,641.0
16343,Faith 1000638 Lace Up,3590.0,1610.0,Faith 10001438 Lace Up Shoes,3983.0,2172.0
16344,Faith 10001438 Lace Up Shoes,3990.0,1795.0,Faith Formal Slip On Shoes,3929.0,2099.0
16345,Faith 10001438 Lace Up Shoes,3990.0,1795.0,Faith 1000638 Lace Up,3589.0,1785.0
16346,Mr Plus 2827 2.1 Home Theatre System,4990.0,3990.0,Tecnia TA 422FM 4.1 Home Theatre System,4483.0,2974.0
16347,Bigkik Smart SMART USB USB Fan,999.0,329.0,Smartpower Portable Mini Rechargeable fan1 USB USB Fan,1492.0,671.0
16348,Techone+ Portable SE122103-ORANGE USB Led Light,699.0,449.0,Techone+ Portable SE122102-ORANGE USB Led Light,492.0,295.0
16349,"Kipsta B500 S7 Basketball -   Size: 7,  Diameter: 29.5 cm",699.0,623.0,"Kipsta B700 S7 Basketball -   Size: 7,  Diameter: 29.5 cm",891.0,1090.0
16350,Spalding NBA Cyclone Basketball -   Size: 5,799.0,799.0,Spalding TF-150 Basketball -   Size: 7,687.0,643.0
16351,Techone+ Flexible SE122102-BLUE USB Led Light,499.0,249.0,Techone+ Flexible SE122104-BLUE USB Led Light,1297.0,1094.0
16352,Stuffcool Troop Type C USB USB Hub,1898.0,1898.0,Kensington 33399EU USB USB Hub,690.0,703.0
16353,"Shop Rajasthan Casual, Formal Solid, Printed Women's Kurti",1099.0,399.0,"Shop Rajasthan Casual, Formal Self Design, Printed Women's Kurti",1083.0,440.0
16354,Casotec Plexible LED Light 275013 Led Light USB Led Light,499.0,149.0,RoyalLifestyle LED Light For Reading 003 USB Led Light,885.0,231.0
16355,Casotec USB Fan 275030 Portable Fan USB USB Fan,999.0,699.0,Casotec USB Fan 275031 Portable Fan USB USB Fan,984.0,820.0
16356,Craftghar Embroidered Cushions Cover,1332.0,529.0,JBG Home Store Embroidered Pillows Cover,483.0,281.0
16357,FAB FASHION Women Wedges,799.0,295.0,Indulgence Brocade Finish Low Women Wedges,2539.0,1517.0
16358,Fabme Women Wedges,899.0,489.0,D&D Women Wedges,685.0,635.0
16359,Faith Women Wedges,2890.0,1299.0,Faith 1000142 Women Wedges,3314.0,1814.0
16360,Metro 32 Women Wedges,1190.0,1190.0,Metro 35 Women Wedges,1783.0,2318.0
16361,BellBut Casual Shoes,2290.0,1590.0,BellBut Lace Up Shoes,2582.0,1278.0
16362,Techone+ Portable SE122102-WHITE USB Led Light,499.0,249.0,Techone+ Portable SE122103-WHITE USB Led Light,695.0,536.0
16363,AMY smart city 2 A5 Notebook Spiral Bound,999.0,250.0,AMY route 66 A5 Notebook Spiral Bound,996.0,275.0
16364,AMY Vitage Pinkl Cat A5 Notebook Spiral Bound,999.0,250.0,AMY Red Fruits A5 Notebook Spiral Bound,985.0,278.0
16365,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY Abstract Colorful Art A5 Notebook Spiral Bound,991.0,317.0
16366,AMY Black Sports Car A5 Notebook Spiral Bound,999.0,250.0,AMY Classic Vintage Black Car A5 Notebook Spiral Bound,987.0,321.0
16367,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY Animated Girl World A5 Notebook Spiral Bound,981.0,315.0
16368,AMY 3D Incredible Hulk Angry Look A5 Notebook Spiral Bound,999.0,250.0,AMY 3D Yellow Eye Scary Boy A5 Notebook Spiral Bound,993.0,293.0
16369,Mactree Genuine Leather Lace Up Shoes,5099.0,2299.0,Shoebook Genuine Leather Lace Up Shoes,2982.0,1755.0
16370,Zoot24 Lace Up Shoes,2699.0,1199.0,24 Carat Lace Up Shoes,1495.0,675.0
16371,Shoebook Genuine Leather Lace Up Shoes,2999.0,1449.0,Marcbeau kosher Genuine Leather Lace Up Shoes,1989.0,1260.0
16372,Shoebook Genuine Leather Lace Up Shoes,2999.0,1449.0,Shoebook Men's Formal Shoes Lace Up,881.0,785.0
16373,Rajrang Animal Cushions Cover,2149.0,984.0,meSleep Animal Cushions Cover,2492.0,848.0
16374,Orange Valley Men's Solid Casual Shirt,1699.0,849.0,Orange Valley Men's Solid Casual Shirt,1289.0,991.0
16375,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1689.0,1010.0
16376,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1695.0,1212.0
16377,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1689.0,1227.0
16378,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1283.0,949.0
16379,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1297.0,922.0
16380,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1292.0,893.0
16381,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Checkered Casual Shirt,1297.0,915.0
16382,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Solid Casual Shirt,1396.0,1007.0
16383,Orange Valley Men's Solid Casual Shirt,1299.0,779.0,Orange Valley Men's Printed Casual Shirt,1387.0,993.0
16384,AMY Classic Vintage Black Car A5 Notebook Spiral Bound,999.0,250.0,AMY White Cool Car A5 Notebook Spiral Bound,997.0,299.0
16385,AMY Red Fruits A5 Notebook Spiral Bound,999.0,250.0,AMY Vitage Pinkl Cat A5 Notebook Spiral Bound,981.0,295.0
16386,Marcoland Casual Shoes,1770.0,699.0,Marcoland Casual Shoes,1577.0,805.0
16387,S.B Textiles Casual Solid Women's Kurti,1099.0,399.0,S.B Textiles Casual Solid Women's Kurti,1095.0,481.0
16388,Fabme Women Wedges,899.0,489.0,E-Lyte Women Wedges,832.0,848.0
16389,Walkaway Women Wedges,1599.0,649.0,Walkaway Women Wedges,1498.0,578.0
16390,Walkaway Women Wedges,1599.0,649.0,Walkaway Women Wedges,1493.0,585.0
16391,Shopping Karega Casual Printed Women's Kurti,1399.0,525.0,Shopping Karega Casual Printed Women's Kurti,974.0,487.0
16392,Shopping Karega Casual Printed Women's Kurti,1399.0,525.0,Shopping Karega Casual Printed Women's Kurti,977.0,513.0
16393,Shopping Karega Casual Printed Women's Kurti,1399.0,525.0,Shopping Karega Casual Printed Women's Kurti,380.0,371.0
16394,Shopping Karega Casual Printed Women's Kurti,1399.0,525.0,Shopping Karega Casual Printed Women's Kurti,842.0,512.0
16395,Rachna Design Studio Women Wedges,2200.0,1650.0,Chalk Studio Anastasia Women Wedges,1687.0,1225.0
16396,ZarceeZ Lace Up Shoes,2999.0,1099.0,Xqzite Lace Up Shoes,2044.0,1482.0
16397,Funku Fashion Lace Up Shoes,2999.0,1599.0,Stylecentrum Lace Up Shoes,2690.0,2237.0
16398,Leather King Lace Up Shoes,1999.0,999.0,Vulcan Knight Lace Up Shoes,1495.0,1625.0
16399,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY Karena Kapoor in Green Saree A5 Notebook Spiral Bound,987.0,306.0
16400,AMY 3D Incredible Hulk Angry Look A5 Notebook Spiral Bound,999.0,250.0,AMY 3D Ninja Turtles Fighters with There Weapons A5 Notebook Spiral Bound,995.0,321.0
16401,AMY Abstract Colorful Art A5 Notebook Spiral Bound,999.0,250.0,AMY Fantasy Art 1 A5 Notebook Spiral Bound,980.0,322.0
16402,Fabme Women Wedges,899.0,489.0,Grafion Women Wedges,1441.0,664.0
16403,Fabme Women Wedges,899.0,489.0,Fashnopolism Women Wedges,1188.0,1497.0
16404,Fabme Women Wedges,899.0,489.0,2 Dost Women Wedges,1093.0,618.0
16405,Blak Women Wedges,1399.0,1399.0,Hitanksha Harshit Women Wedges,493.0,440.0
16406,Tetalee Casual Printed Women's Kurti,946.0,446.0,Shreenathprint Casual Printed Women's Kurti,396.0,253.0
16407,Blak Women Wedges,1399.0,1399.0,Kanabis Women Wedges,3181.0,3728.0
16408,Kielz Women Wedges,499.0,399.0,Kielz Women Wedges,992.0,565.0
16409,Foot Jewel Women Wedges,1299.0,449.0,Foot Jewel Heel Brown Party Slip On Women Wedges,991.0,521.0
16410,Karnavati Lace Up Shoes,1299.0,1299.0,Karnavati Lace Up Shoes,1293.0,1553.0
16411,Karnavati Lace Up Shoes,1299.0,1299.0,Karnavati Lace Up Shoes,1284.0,1587.0
16412,Karnavati Lace Up Shoes,1299.0,1299.0,Karnavati Lace Up Shoes,1239.0,1451.0
16413,Zoot24 Flexon Casual Shoes,2499.0,1249.0,Zoot24 Lace Up Shoes,2683.0,1335.0
16414,Zebra Stylish Lace Up Shoes,2700.0,849.0,Lippy Black Lace Up Shoes,2897.0,1615.0
16415,ZarceeZ Lace Up Shoes,2999.0,1099.0,ZarceeZ Lace Up Shoes,2992.0,1343.0
16416,ZarceeZ Lace Up Shoes,2999.0,1099.0,ZarceeZ Lace Up Shoes,2983.0,1284.0
16417,ZarceeZ Lace Up Shoes,2999.0,1099.0,ZarceeZ Lace Up Shoes,2996.0,1411.0
16418,Bruno Manetti 7007 Lace Up Shoes,3799.0,1519.0,Bruno Manetti 1475 Lace Up Shoes,3782.0,1942.0
16419,Shuberry Women Wedges,1695.0,1356.0,Dressberry Women Wedges,1196.0,766.0
16420,Hoopoe Decor Large Wall Sticker,7299.0,5499.0,Hoopoe Decor Large Wall Sticker,8998.0,8285.0
16421,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,7286.0,7091.0
16422,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,11284.0,9616.0
16423,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,8597.0,7561.0
16424,Wall1ders Small PVC Vinyl Sticker,899.0,239.0,WallDesign PVC Sticker,5883.0,6515.0
16425,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,7295.0,6866.0
16426,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,16383.0,14623.0
16427,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,7288.0,7078.0
16428,Wallmantra Extra Large Vinyl Sticker Sticker,8727.0,3357.0,Wallmantra Extra Large Vinyl Sticker,5264.0,6011.0
16429,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Large Wall Sticker,8580.0,8224.0
16430,Hoopoe Decor Large Wall Sticker,8999.0,6799.0,Hoopoe Decor Small Wall Sticker,10787.0,9202.0
16431,Rama Festive Animal Print Women's Kurti,1399.0,449.0,Rama Festive Graphic Print Women's Kurti,1389.0,442.0
16432,My Foot Women Wedges,1799.0,1076.0,S.m.a.R.T FEET Women Wedges,1479.0,1234.0
16433,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY smart city 2 A5 Notebook Spiral Bound,983.0,298.0
16434,AMY Classic Vintage Black Car A5 Notebook Spiral Bound,999.0,250.0,AMY Black Sports Car A5 Notebook Spiral Bound,993.0,314.0
16435,AMY Abstract Colorful Art A5 Notebook Spiral Bound,999.0,250.0,AMY abstract rokit A5 Notebook Spiral Bound,981.0,302.0
16436,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY Beautuful Diana Penty Face A5 Notebook Spiral Bound,991.0,283.0
16437,AMY Fantasy Art 1 A5 Notebook Spiral Bound,999.0,250.0,AMY 3D Globe IN Hand A5 Notebook Spiral Bound,994.0,287.0
16438,S.B Textiles Casual Solid Women's Kurti,1099.0,399.0,S.B Textiles Casual Solid Women's Kurti,1097.0,507.0
16439,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1099.0,499.0,"Shop Rajasthan Casual, Formal Embroidered, Solid Women's Kurti",1098.0,591.0
16440,Cruzaar Formal Solid Women's Kurti,1795.0,399.0,Govind Chikan Formal Solid Women's Kurti,982.0,839.0
16441,Janasya Casual Printed Women's Kurti,1299.0,299.0,Janasya Casual Printed Women's Kurti,1887.0,431.0
16442,Janasya Casual Printed Women's Kurti,1899.0,359.0,Janasya Casual Printed Women's Kurti,1289.0,375.0
16443,We Desi Casual Self Design Women's Kurti,1399.0,549.0,We Desi Casual Self Design Women's Kurti,1290.0,636.0
16444,Pinq Chiq Women Heels,2099.0,1469.0,Pinq Chiq Women Heels,1682.0,1415.0
16445,Marcoland Casual Shoes,1590.0,649.0,Marcoland Casual Shoes,1757.0,814.0
16446,Shopmania Music Band A5 Notebook Spiral Bound,499.0,275.0,Shoperite Black And White Singer A5 Notebook Ring Bound,486.0,298.0
16447,Ladies Zone Women Wedges,1499.0,449.0,Ladies Zone Women Wedges,1485.0,516.0
16448,AMY Animated Girl World A5 Notebook Spiral Bound,999.0,250.0,AMY 3D Incredible Hulk Angry Look A5 Notebook Spiral Bound,985.0,275.0
16449,Creative Width Decor Medium Vinyl Sticker Sticker,999.0,499.0,Creative Width Decor Medium Vinyl Sticker Sticker,3087.0,1900.0
16450,Fabme Women Wedges,899.0,489.0,Gcollection Women Wedges,988.0,490.0
16451,Shibha Footwear Women Wedges,1750.0,599.0,Shibha Footwear Women Wedges,2386.0,705.0
16452,Wave Walk Simple and Elegant Slip On Shoes,1499.0,599.0,Wave Walk Deuro Slip On Shoes,1946.0,908.0
16453,IShoes Kello Loafers,2499.0,999.0,IShoes Kello Loafers,2495.0,1208.0
16454,IShoes Kello Loafers,2499.0,999.0,IShoes Kello Loafers,2484.0,1298.0
16455,We Desi Casual Self Design Women's Kurti,1299.0,499.0,We Desi Casual Self Design Women's Kurti,1392.0,612.0
16456,Lotto Milan Casual Shoes,1999.0,1399.0,Eego Italy Sneakers,1493.0,929.0
16457,Hautewagon Casual Self Design Women's Kurti,1199.0,549.0,Varanga Casual Self Design Women's Kurti,1392.0,655.0
16458,Trove Metal Bangle,300.0,180.0,Ruby Metal Bangle,483.0,578.0
16459,Wave Walk Simple and Elegant Slip On Shoes,1499.0,599.0,Wave Walk Refined Black Casual Shoes,1484.0,666.0
16460,Fabme Women Wedges,899.0,489.0,Rachna Design Studio Women Wedges,2196.0,1996.0
16461,CoalBlack Women Wedges,1000.0,795.0,CoalBlack Women Wedges,1343.0,1279.0
16462,CoalBlack Women Wedges,1350.0,995.0,CoalBlack Women Wedges,991.0,884.0
16463,CoalBlack Women Wedges,1350.0,995.0,CoalBlack Women Wedges,1487.0,1276.0
16464,WallDesign Small Vinyl Sticker,1220.0,600.0,Home Decor Line Medium Wall Sticker,240.0,186.0
16465,Shuberry Women Wedges,1695.0,1356.0,Shuberry SB-012 Women Wedges,1683.0,1136.0
16466,Indigocart Casual Embroidered Women's Kurti,1599.0,549.0,Craftsnstyles Embroidered Women's Kurti,946.0,937.0
16467,Nextar Casual Embroidered Women's Kurti,1599.0,465.0,Indigocart Casual Embroidered Women's Kurti,1582.0,640.0
16468,Adorn Women Wedges,899.0,499.0,Raw Hide Women Wedges,1294.0,1173.0
16469,Shibha Footwear Women Wedges,1750.0,599.0,Shibha Footwear Women Wedges,2202.0,712.0
16470,Lookslady Formal Striped Women's Kurti,1999.0,579.0,Revinfashions Formal Striped Women's Kurti,981.0,467.0
16471,Revinfashions Formal Striped Women's Kurti,999.0,399.0,Lookslady Formal Striped Women's Kurti,1987.0,736.0
16472,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",1099.0,399.0,"Shop Rajasthan Casual, Formal Striped, Printed Women's Kurti",994.0,404.0
16473,Nandy Casual Striped Women's Kurti,850.0,299.0,Anchy Striped Women's Kurti,2979.0,1392.0
16474,Nandy Casual Striped Women's Kurti,850.0,299.0,Thraya Casual Striped Women's Kurti,1296.0,1129.0
16475,Vitally Clothing Casual Printed Women's Kurti,1650.0,792.0,TeeMoods Casual Woven Women's Kurti,1496.0,410.0
16476,Anchy Striped Women's Kurti,2999.0,1199.0,Nandy Casual Striped Women's Kurti,830.0,346.0
16477,Dieu Casual Printed Women's Kurti,850.0,499.0,D2Nine Casual Printed Women's Kurti,1382.0,853.0
16478,Moladz Ostrano Monk Strap Shoes,3999.0,1999.0,Moladz Osritch Lace Up Shoes,3998.0,2387.0
16479,Shoebook Genuine Leather Lace Up Shoes,2999.0,1449.0,Mactree Genuine Leather Lace Up Shoes,5085.0,2984.0
16480,Lemingo Party Wear Shoes,2500.0,1950.0,Lepot Party Wear Shoes,1732.0,1271.0
16481,Moladz Osritch Lace Up Shoes,3999.0,1999.0,Moladz Ostrano Monk Strap Shoes,3992.0,2451.0
16482,Leather King Lace Up Shoes,1999.0,999.0,Leatherworld Milaan Club Lace Up Shoes,1798.0,1784.0
16483,Fabme Women Wedges,899.0,489.0,Gomore Women Wedges,991.0,999.0
16484,Liberty Formal Brown Shoes Slip On,1999.0,1370.0,IShoes Real Brown Slip On Shoes,3480.0,2256.0
16485,In-Trend Casual Solid Women's Kurti,1499.0,999.0,Viniyog Casual Solid Women's Kurti,1083.0,1118.0
16486,Wave Walk Deuro Slip On Shoes,1958.0,699.0,Wave Walk Simple and Elegant Slip On Shoes,1493.0,755.0
16487,Wave Walk Simple and Elegant Slip On Shoes,1499.0,599.0,Wave Walk Royal Boots,-13.0,0.0
16488,Salona Bichona Casual Printed Women's Kurti,999.0,299.0,Salona Bichona Casual Printed Women's Kurti,987.0,351.0
16489,Salona Bichona Casual Printed Women's Kurti,999.0,299.0,Salona Bichona Casual Printed Women's Kurti,981.0,362.0
16490,Salona Bichona Casual Printed Women's Kurti,999.0,299.0,Salona Bichona Casual Printed Women's Kurti,988.0,353.0
16491,Urban Woods Women Wedges,1499.0,499.0,Urban Woods Women Wedges,1482.0,618.0
16492,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1099.0,499.0,"Shop Rajasthan Casual, Formal Embroidered, Printed Women's Kurti",1091.0,582.0
16493,meSleep Abstract Cushions Cover,1999.0,599.0,meSleep Abstract Cushions Cover,489.0,249.0
16494,meSleep Abstract Cushions Cover,1999.0,599.0,meSleep Abstract Cushions Cover,2483.0,851.0
16495,meSleep Abstract Cushions Cover,1999.0,599.0,meSleep Abstract Cushions Cover,2493.0,794.0
16496,TSX Full Sleeve Solid Men's Sweatshirt,2999.0,949.0,T-shirt Company Full Sleeve Solid Men's Sweatshirt,2487.0,936.0
16497,Strak Full Sleeve Striped Men's Sweatshirt,2599.0,674.0,Strak Full Sleeve Striped Men's Sweatshirt,1675.0,809.0
16498,Mudo Full Sleeve Striped Men's Sweatshirt,1299.0,1299.0,Mudo Full Sleeve Striped Men's Sweatshirt,1290.0,1684.0
16499,Wajbee Full Sleeve Solid Men's Sweatshirt,1749.0,692.0,Wajbee Full Sleeve Solid Men's Sweatshirt,1737.0,842.0
16500,Scott International Full Sleeve Solid Men's Sweatshirt,2199.0,749.0,Scott International Full Sleeve Solid Men's Sweatshirt,1680.0,844.0
16501,Scott International Full Sleeve Solid Men's Sweatshirt,2199.0,749.0,Scott International Full Sleeve Solid Men's Sweatshirt,1698.0,919.0
16502,Wear Your Opinion Full Sleeve Printed Men's Sweatshirt,1299.0,1199.0,Wear Your Opinion Full Sleeve Printed Men's Sweatshirt,1291.0,1552.0
16503,Yepme Full Sleeve Graphic Print Men's Sweatshirt,1299.0,584.0,Heevaw Full Sleeve Printed Men's Sweatshirt,1286.0,1467.0
16504,Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,Proline Full Sleeve Solid Men's Sweatshirt,1193.0,1393.0
16505,TSX Full Sleeve Solid Men's Sweatshirt,2999.0,949.0,TSX Full Sleeve Solid Men's Sweatshirt,2996.0,1065.0
16506,Yepme Full Sleeve Graphic Print Men's Sweatshirt,1299.0,584.0,Unicott Full Sleeve Printed Men's Sweatshirt,1484.0,998.0
16507,Scott International Full Sleeve Solid Men's Sweatshirt,2199.0,749.0,Scott International Full Sleeve Solid Men's Sweatshirt,1683.0,842.0
16508,RCE HP ProBook 4430s 6 Cell Laptop Battery,2800.0,1790.0,RCE HP ProBook 4535s 6 Cell Laptop Battery,2796.0,2048.0
16509,Lapguard Toshiba Satellite Pro A200 6 Cell Laptop Battery,3999.0,1799.0,RCE Toshiba Satellite A100 6 Cell Laptop Battery,2782.0,1407.0
16510,RCE HP ProBook 4535s 6 Cell Laptop Battery,2800.0,1790.0,RCE HP ProBook 4430s 6 Cell Laptop Battery,2796.0,2258.0
16511,Jogur Full Sleeve Solid Men's Jacket,6499.0,3899.0,Jogur Full Sleeve Solid Men's Sweatshirt,1193.0,1511.0
16512,Scott International Full Sleeve Solid Men's Sweatshirt,2199.0,749.0,Scott International Full Sleeve Solid Men's Sweatshirt,1684.0,831.0
16513,Wajbee Full Sleeve Solid Men's Sweatshirt,1749.0,696.0,Wajbee Full Sleeve Solid Men's Sweatshirt,1738.0,867.0
16514,Status Quo Full Sleeve Solid Men's Sweatshirt,1399.0,1049.0,People Full Sleeve Solid Men's Sweatshirt,1083.0,1229.0
16515,Rodid Full Sleeve Solid Men's Sweatshirt,2080.0,399.0,Rodid Full Sleeve Solid Men's Sweatshirt,1879.0,663.0
16516,Mudo Full Sleeve Printed Men's Sweatshirt,1299.0,1299.0,Mudo Full Sleeve Solid Men's Sweatshirt,1292.0,1675.0
16517,Peter England Striped Round Neck Casual Men's Sweater,1599.0,799.0,Peter England Sleeveless Solid Men's Sweatshirt,1297.0,1108.0
16518,RGT Full Sleeve Solid Men's Sweatshirt,1675.0,1199.0,RGT Full Sleeve Striped Men's Sweatshirt,1523.0,1224.0
16519,UCC Full Sleeve Solid Men's Sweatshirt,1825.0,1299.0,Campusmall Full Sleeve Printed Men's Sweatshirt,1492.0,1339.0
16520,Strak Full Sleeve Striped Men's Sweatshirt,2599.0,674.0,Strak Full Sleeve Embroidered Men's Sweatshirt,1769.0,564.0
16521,Strak Full Sleeve Striped Men's Sweatshirt,1679.0,674.0,Strak Full Sleeve Striped Men's Sweatshirt,2584.0,767.0
16522,RGT Full Sleeve Striped Men's Sweatshirt,1535.0,1099.0,Younky Full Sleeve Striped Men's Sweatshirt,1086.0,568.0
16523,UCC Full Sleeve Solid Men's Sweatshirt,1825.0,1299.0,UCC Full Sleeve Striped Men's Sweatshirt,1520.0,1392.0
16524,Absurd Full Sleeve Solid Men's Reversible Sweatshirt,1799.0,1650.0,Solemio Sleeveless Solid Men's Reversible Sweatshirt,1592.0,1529.0
16525,Wear Your Opinion Full Sleeve Printed Men's Sweatshirt,1299.0,1199.0,Wear Your Opinion Full Sleeve Printed Men's Sweatshirt,1296.0,1446.0
16526,Mudo Full Sleeve Solid Men's Sweatshirt,1299.0,1299.0,Mudo Full Sleeve Printed Men's Sweatshirt,1284.0,1569.0
16527,Yepme Full Sleeve Solid Women's Sweatshirt,1799.0,647.0,Yepme Full Sleeve Graphic Print Men's Sweatshirt,1283.0,656.0
16528,Status Quo Full Sleeve Solid Men's Sweatshirt,1399.0,1049.0,Tinted Full Sleeve Solid Men's Sweatshirt,1484.0,1400.0
